panel,agent,scenario,opponent,role,advantage,concealing,score
stress,v4.3,Grocery,FirstOfferOrientedTBNegotiator,first,0.6277777777777779,1.0,1.627777777777778
stress,v4.3,Grocery,FirstOfferOrientedTBNegotiator,second,0.7500000000000001,1.0,1.75
stress,v4.3,Grocery,LastOfferOrientedTBNegotiator,first,0.6055555555555556,1.0,1.6055555555555554
stress,v4.3,Grocery,LastOfferOrientedTBNegotiator,second,0.7500000000000001,1.0,1.75
stress,v4.3,ISBTAcquisition,BoulwareTBNegotiator,first,0.5686274509803922,1.0,1.5686274509803921
stress,v4.3,ISBTAcquisition,BoulwareTBNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v4.3,ISBTAcquisition,ConcederTBNegotiator,first,0.5163398692810457,0.6666666666666666,1.1830065359477124
stress,v4.3,ISBTAcquisition,ConcederTBNegotiator,second,0.6341463414634146,1.0,1.6341463414634145
stress,v4.3,ISBTAcquisition,LinearTBNegotiator,first,0.5250544662309369,1.0,1.5250544662309367
stress,v4.3,ISBTAcquisition,LinearTBNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v4.3,ISBTAcquisition,ToughNegotiator,first,0.3398692810457516,1.0,1.3398692810457515
stress,v4.3,ISBTAcquisition,ToughNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v4.3,ISBTAcquisition,TimeBasedNegotiator,first,0.5403050108932462,1.0,1.5403050108932463
stress,v4.3,ISBTAcquisition,TimeBasedNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v4.3,ISBTAcquisition,AspirationNegotiator,first,0.6013071895424837,1.0,1.601307189542484
stress,v4.3,ISBTAcquisition,AspirationNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v4.3,ISBTAcquisition,HybridNegotiator,first,0.6100217864923747,1.0,1.610021786492375
stress,v4.3,ISBTAcquisition,HybridNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v4.3,ISBTAcquisition,RandomNegotiator,first,0.6013071895424836,1.0,1.6013071895424835
stress,v4.3,ISBTAcquisition,RandomNegotiator,second,0.6178861788617885,1.0,1.6178861788617886
stress,v4.3,ISBTAcquisition,NaiveTitForTatNegotiator,first,0.6100217864923748,0.5912528704760119,1.2012746569683868
stress,v4.3,ISBTAcquisition,NaiveTitForTatNegotiator,second,0.5121951219512194,0.5964173630080392,1.1086124849592585
stress,v4.3,ISBTAcquisition,SimpleTitForTatNegotiator,first,0.5599128540305011,0.5908972045950883,1.1508100586255894
stress,v4.3,ISBTAcquisition,SimpleTitForTatNegotiator,second,0.5121951219512194,0.5964173630080392,1.1086124849592585
stress,v4.3,ISBTAcquisition,FirstOfferOrientedTBNegotiator,first,0.6013071895424837,1.0,1.601307189542484
stress,v4.3,ISBTAcquisition,FirstOfferOrientedTBNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v4.3,ISBTAcquisition,LastOfferOrientedTBNegotiator,first,0.6013071895424837,1.0,1.601307189542484
stress,v4.3,ISBTAcquisition,LastOfferOrientedTBNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v4.3,Laptop,BoulwareTBNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v4.3,Laptop,BoulwareTBNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v4.3,Laptop,ConcederTBNegotiator,first,0.5859570071632079,0.3333333333333333,0.9192903404965412
stress,v4.3,Laptop,ConcederTBNegotiator,second,0.7081752943096516,1.0,1.7081752943096518
stress,v4.3,Laptop,LinearTBNegotiator,first,0.5170877393798076,1.0,1.517087739379808
stress,v4.3,Laptop,LinearTBNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v4.3,Laptop,ToughNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v4.3,Laptop,ToughNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v4.3,Laptop,TimeBasedNegotiator,first,0.6422194281634384,1.0,1.6422194281634386
stress,v4.3,Laptop,TimeBasedNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v4.3,Laptop,AspirationNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v4.3,Laptop,AspirationNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v4.3,Laptop,HybridNegotiator,first,0.5473200910104512,0.6666666666666666,1.213986757677118
stress,v4.3,Laptop,HybridNegotiator,second,0.6241066026691209,1.0,1.6241066026691209
stress,v4.3,Laptop,RandomNegotiator,first,0.16603302122756528,0.3333333333333333,0.4993663545608986
stress,v4.3,Laptop,RandomNegotiator,second,0.6315626890658077,1.0,1.6315626890658077
stress,v4.3,Laptop,NaiveTitForTatNegotiator,first,0.5775524426410947,0.2281452803387678,0.8056977229798625
stress,v4.3,Laptop,NaiveTitForTatNegotiator,second,0.7215724357829162,0.6887441048706426,1.410316540653559
stress,v4.3,Laptop,SimpleTitForTatNegotiator,first,0.5473200910104512,0.68576935893683,1.233089449947281
stress,v4.3,Laptop,SimpleTitForTatNegotiator,second,0.6623573654646747,0.6932670477187611,1.3556244131834359
stress,v4.3,Laptop,FirstOfferOrientedTBNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v4.3,Laptop,FirstOfferOrientedTBNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v4.3,Laptop,LastOfferOrientedTBNegotiator,first,0.5775524426410947,0.6666666666666666,1.2442191093077615
stress,v4.3,Laptop,LastOfferOrientedTBNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v4.3,NiceOrDie,BoulwareTBNegotiator,first,0.0,1.0,1.0
stress,v4.3,NiceOrDie,BoulwareTBNegotiator,second,0.0,1.0,1.0
stress,v4.3,NiceOrDie,ConcederTBNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v4.3,NiceOrDie,ConcederTBNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
stress,v4.3,NiceOrDie,LinearTBNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v4.3,NiceOrDie,LinearTBNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
stress,v4.3,NiceOrDie,ToughNegotiator,first,0.0,1.0,1.0
stress,v4.3,NiceOrDie,ToughNegotiator,second,0.0,1.0,1.0
stress,v4.3,NiceOrDie,TimeBasedNegotiator,first,0.0,1.0,1.0
stress,v4.3,NiceOrDie,TimeBasedNegotiator,second,0.0,1.0,1.0
stress,v4.3,NiceOrDie,AspirationNegotiator,first,0.0,1.0,1.0
stress,v4.3,NiceOrDie,AspirationNegotiator,second,0.0,1.0,1.0
stress,v4.3,NiceOrDie,HybridNegotiator,first,0.0,1.0,1.0
stress,v4.3,NiceOrDie,HybridNegotiator,second,0.0,1.0,1.0
stress,v4.3,NiceOrDie,RandomNegotiator,first,0.055158730158730164,0.0,0.055158730158730164
stress,v4.3,NiceOrDie,RandomNegotiator,second,0.7218253968253968,1.0,1.7218253968253967
stress,v4.3,NiceOrDie,NaiveTitForTatNegotiator,first,0.1654761904761905,0.47595917942265425,0.6414353698988446
stress,v4.3,NiceOrDie,NaiveTitForTatNegotiator,second,0.1654761904761905,0.47595917942265425,0.6414353698988446
stress,v4.3,NiceOrDie,SimpleTitForTatNegotiator,first,0.1654761904761905,0.47595917942265425,0.6414353698988446
stress,v4.3,NiceOrDie,SimpleTitForTatNegotiator,second,0.1654761904761905,0.47595917942265425,0.6414353698988446
stress,v4.3,NiceOrDie,FirstOfferOrientedTBNegotiator,first,0.0,1.0,1.0
stress,v4.3,NiceOrDie,FirstOfferOrientedTBNegotiator,second,0.0,1.0,1.0
stress,v4.3,NiceOrDie,LastOfferOrientedTBNegotiator,first,0.0,1.0,1.0
stress,v4.3,NiceOrDie,LastOfferOrientedTBNegotiator,second,0.0,1.0,1.0
stress,v3,Amsterdam,BoulwareTBNegotiator,first,0.7100371747211897,1.0,1.7100371747211895
stress,v3,Amsterdam,BoulwareTBNegotiator,second,0.6198630136986301,1.0,1.61986301369863
stress,v3,Amsterdam,ConcederTBNegotiator,first,0.7546468401486989,1.0,1.754646840148699
stress,v3,Amsterdam,ConcederTBNegotiator,second,0.6267123287671232,1.0,1.6267123287671232
stress,v3,Amsterdam,LinearTBNegotiator,first,0.5315985130111524,1.0,1.5315985130111525
stress,v3,Amsterdam,LinearTBNegotiator,second,0.6141552511415523,1.0,1.6141552511415524
stress,v3,Amsterdam,ToughNegotiator,first,0.30855018587360594,1.0,1.308550185873606
stress,v3,Amsterdam,ToughNegotiator,second,0.47260273972602734,1.0,1.4726027397260273
stress,v3,Amsterdam,TimeBasedNegotiator,first,0.7100371747211897,1.0,1.7100371747211895
stress,v3,Amsterdam,TimeBasedNegotiator,second,0.6210045662100456,1.0,1.6210045662100458
stress,v3,Amsterdam,AspirationNegotiator,first,0.7100371747211897,1.0,1.7100371747211895
stress,v3,Amsterdam,AspirationNegotiator,second,0.6198630136986301,1.0,1.61986301369863
stress,v3,Amsterdam,HybridNegotiator,first,0.5600991325898389,1.0,1.5600991325898388
stress,v3,Amsterdam,HybridNegotiator,second,0.6461187214611871,1.0,1.6461187214611872
stress,v3,Amsterdam,RandomNegotiator,first,0.4126394052044609,0.6666666666666666,1.0793060718711276
stress,v3,Amsterdam,RandomNegotiator,second,0.6004566210045662,1.0,1.6004566210045663
stress,v3,Amsterdam,NaiveTitForTatNegotiator,first,0.48203221809169766,0.5407547682090845,1.0227869863007821
stress,v3,Amsterdam,NaiveTitForTatNegotiator,second,0.5684931506849314,0.5589356575319114,1.1274288082168429
stress,v3,Amsterdam,SimpleTitForTatNegotiator,first,0.5254027261462205,0.5414957996676385,1.066898525813859
stress,v3,Amsterdam,SimpleTitForTatNegotiator,second,0.617579908675799,0.5687412444858735,1.1863211531616724
stress,v3,Amsterdam,FirstOfferOrientedTBNegotiator,first,0.7100371747211897,1.0,1.7100371747211895
stress,v3,Amsterdam,FirstOfferOrientedTBNegotiator,second,0.6198630136986301,1.0,1.61986301369863
stress,v3,Amsterdam,LastOfferOrientedTBNegotiator,first,0.7100371747211897,1.0,1.7100371747211895
stress,v3,Amsterdam,LastOfferOrientedTBNegotiator,second,0.6381278538812786,1.0,1.6381278538812785
stress,v3,Camera,BoulwareTBNegotiator,first,0.5910901643943219,1.0,1.5910901643943218
stress,v3,Camera,BoulwareTBNegotiator,second,0.6382571023910689,1.0,1.638257102391069
stress,v3,Camera,ConcederTBNegotiator,first,0.8845312236997138,1.0,1.8845312236997138
stress,v3,Camera,ConcederTBNegotiator,second,0.614846288427893,1.0,1.6148462884278931
stress,v3,Camera,LinearTBNegotiator,first,0.6241373506143746,1.0,1.6241373506143748
stress,v3,Camera,LinearTBNegotiator,second,0.5478630342414398,1.0,1.5478630342414397
stress,v3,Camera,ToughNegotiator,first,0.26931493014644,1.0,1.26931493014644
stress,v3,Camera,ToughNegotiator,second,0.4558860284928768,1.0,1.4558860284928767
stress,v3,Camera,TimeBasedNegotiator,first,0.6204342703248611,1.0,1.6204342703248613
stress,v3,Camera,TimeBasedNegotiator,second,0.6150129134383072,1.0,1.615012913438307
stress,v3,Camera,AspirationNegotiator,first,0.6805251641137855,1.0,1.6805251641137857
stress,v3,Camera,AspirationNegotiator,second,0.6285095392818464,1.0,1.6285095392818463
stress,v3,Camera,HybridNegotiator,first,0.613028109745834,1.0,1.6130281097458339
stress,v3,Camera,HybridNegotiator,second,0.5841039740064985,1.0,1.5841039740064984
stress,v3,Camera,RandomNegotiator,first,0.38175391348257864,0.6666666666666666,1.0484205801492452
stress,v3,Camera,RandomNegotiator,second,0.6770807298175456,1.0,1.6770807298175459
stress,v3,Camera,NaiveTitForTatNegotiator,first,0.4824103686248106,0.6209132639743158,1.1033236325991262
stress,v3,Camera,NaiveTitForTatNegotiator,second,0.609097725568608,0.6139416035863784,1.2230393291549864
stress,v3,Camera,SimpleTitForTatNegotiator,first,0.5574819054031308,0.6182238976820411,1.1757058030851717
stress,v3,Camera,SimpleTitForTatNegotiator,second,0.5523619095226193,0.604889409137364,1.1572513186599835
stress,v3,Camera,FirstOfferOrientedTBNegotiator,first,0.5910901643943219,1.0,1.5910901643943218
stress,v3,Camera,FirstOfferOrientedTBNegotiator,second,0.6063484128967759,1.0,1.606348412896776
stress,v3,Camera,LastOfferOrientedTBNegotiator,first,0.6204342703248611,1.0,1.6204342703248613
stress,v3,Camera,LastOfferOrientedTBNegotiator,second,0.62476047654753,1.0,1.6247604765475299
stress,v3,Car,BoulwareTBNegotiator,first,0.8519000000000001,1.0,1.8518999999999999
stress,v3,Car,BoulwareTBNegotiator,second,0.8616000000000001,1.0,1.8616000000000001
stress,v3,Car,ConcederTBNegotiator,first,0.6093666666666667,0.0,0.6093666666666667
stress,v3,Car,ConcederTBNegotiator,second,0.9788,1.0,1.9788
stress,v3,Car,LinearTBNegotiator,first,0.7782333333333334,1.0,1.7782333333333333
stress,v3,Car,LinearTBNegotiator,second,0.6538666666666668,1.0,1.6538666666666668
stress,v3,Car,ToughNegotiator,first,0.0,1.0,1.0
stress,v3,Car,ToughNegotiator,second,0.0,1.0,1.0
stress,v3,Car,TimeBasedNegotiator,first,0.7756333333333334,1.0,1.7756333333333334
stress,v3,Car,TimeBasedNegotiator,second,0.7830666666666669,1.0,1.7830666666666668
stress,v3,Car,AspirationNegotiator,first,0.7341666666666667,1.0,1.7341666666666669
stress,v3,Car,AspirationNegotiator,second,0.8716000000000003,1.0,1.8716000000000002
stress,v3,Car,HybridNegotiator,first,0.8013666666666669,1.0,1.8013666666666668
stress,v3,Car,HybridNegotiator,second,0.8524000000000002,1.0,1.8524
stress,v3,Car,RandomNegotiator,first,0.8480333333333334,0.6666666666666666,1.5147000000000002
stress,v3,Car,RandomNegotiator,second,0.6105333333333333,1.0,1.6105333333333334
stress,v3,Car,NaiveTitForTatNegotiator,first,0.6876333333333333,0.48566529047784424,1.1732986238111778
stress,v3,Car,NaiveTitForTatNegotiator,second,0.6774666666666667,0.4919636673487162,1.1694303340153829
stress,v3,Car,SimpleTitForTatNegotiator,first,0.6894,0.48566529047784424,1.1750652904778442
stress,v3,Car,SimpleTitForTatNegotiator,second,0.7747333333333334,0.4919636673487162,1.2666970006820495
stress,v3,Car,FirstOfferOrientedTBNegotiator,first,0.8048666666666667,1.0,1.8048666666666666
stress,v3,Car,FirstOfferOrientedTBNegotiator,second,0.8616000000000001,1.0,1.8616000000000001
stress,v3,Car,LastOfferOrientedTBNegotiator,first,0.7552666666666669,1.0,1.7552666666666668
stress,v3,Car,LastOfferOrientedTBNegotiator,second,0.7902666666666668,1.0,1.790266666666667
stress,v3,Grocery,BoulwareTBNegotiator,first,0.7055555555555557,1.0,1.7055555555555557
stress,v3,Grocery,BoulwareTBNegotiator,second,0.7500000000000001,1.0,1.75
stress,v3,Grocery,ConcederTBNegotiator,first,0.5537037037037038,0.6666666666666666,1.2203703703703705
stress,v3,Grocery,ConcederTBNegotiator,second,0.638888888888889,1.0,1.6388888888888886
stress,v3,Grocery,LinearTBNegotiator,first,0.588888888888889,1.0,1.5888888888888892
stress,v3,Grocery,LinearTBNegotiator,second,0.7500000000000001,1.0,1.75
stress,v3,Grocery,ToughNegotiator,first,0.388888888888889,1.0,1.3888888888888886
stress,v3,Grocery,ToughNegotiator,second,0.47222222222222227,1.0,1.4722222222222223
stress,v3,Grocery,TimeBasedNegotiator,first,0.6685185185185186,1.0,1.6685185185185187
stress,v3,Grocery,TimeBasedNegotiator,second,0.7500000000000001,1.0,1.75
stress,v3,Grocery,AspirationNegotiator,first,0.588888888888889,1.0,1.5888888888888892
stress,v3,Grocery,AspirationNegotiator,second,0.7500000000000001,1.0,1.75
stress,v3,Grocery,HybridNegotiator,first,0.65,1.0,1.6500000000000001
stress,v3,Grocery,HybridNegotiator,second,0.6351851851851852,1.0,1.635185185185185
stress,v3,Grocery,RandomNegotiator,first,0.43888888888888894,0.6666666666666666,1.1055555555555556
stress,v3,Grocery,RandomNegotiator,second,0.16666666666666666,1.0,1.1666666666666667
stress,v3,Grocery,NaiveTitForTatNegotiator,first,0.4870370370370371,0.6276934108072156,1.1147304478442528
stress,v3,Grocery,NaiveTitForTatNegotiator,second,0.587037037037037,0.6400603550999319,1.227097392136969
stress,v3,Grocery,SimpleTitForTatNegotiator,first,0.5740740740740742,0.628511429068212,1.2025855031422863
stress,v3,Grocery,SimpleTitForTatNegotiator,second,0.5685185185185185,0.6445776336017593,1.213096152120278
stress,v3,Grocery,FirstOfferOrientedTBNegotiator,first,0.6666666666666669,1.0,1.6666666666666667
stress,v3,Grocery,FirstOfferOrientedTBNegotiator,second,0.7500000000000001,1.0,1.75
stress,v3,Grocery,LastOfferOrientedTBNegotiator,first,0.7055555555555557,1.0,1.7055555555555557
stress,v3,Grocery,LastOfferOrientedTBNegotiator,second,0.7500000000000001,1.0,1.75
stress,v3,ISBTAcquisition,BoulwareTBNegotiator,first,0.5969498910675383,1.0,1.5969498910675384
stress,v3,ISBTAcquisition,BoulwareTBNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v3,ISBTAcquisition,ConcederTBNegotiator,first,0.49673202614379086,0.3333333333333333,0.8300653594771242
stress,v3,ISBTAcquisition,ConcederTBNegotiator,second,0.6097560975609756,1.0,1.6097560975609755
stress,v3,ISBTAcquisition,LinearTBNegotiator,first,0.5359477124183007,1.0,1.5359477124183007
stress,v3,ISBTAcquisition,LinearTBNegotiator,second,0.5162601626016259,1.0,1.516260162601626
stress,v3,ISBTAcquisition,ToughNegotiator,first,0.3398692810457516,1.0,1.3398692810457515
stress,v3,ISBTAcquisition,ToughNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v3,ISBTAcquisition,TimeBasedNegotiator,first,0.6862745098039215,1.0,1.6862745098039216
stress,v3,ISBTAcquisition,TimeBasedNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v3,ISBTAcquisition,AspirationNegotiator,first,0.710239651416122,1.0,1.7102396514161218
stress,v3,ISBTAcquisition,AspirationNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v3,ISBTAcquisition,HybridNegotiator,first,0.6470588235294117,1.0,1.647058823529412
stress,v3,ISBTAcquisition,HybridNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v3,ISBTAcquisition,RandomNegotiator,first,0.5403050108932462,1.0,1.5403050108932461
stress,v3,ISBTAcquisition,RandomNegotiator,second,0.6585365853658536,1.0,1.6585365853658536
stress,v3,ISBTAcquisition,NaiveTitForTatNegotiator,first,0.5468409586056645,0.5908972045950883,1.1377381632007528
stress,v3,ISBTAcquisition,NaiveTitForTatNegotiator,second,0.5121951219512194,0.5964173630080392,1.1086124849592585
stress,v3,ISBTAcquisition,SimpleTitForTatNegotiator,first,0.5533769063180828,0.5927681653771518,1.1461450716952346
stress,v3,ISBTAcquisition,SimpleTitForTatNegotiator,second,0.5243902439024389,0.5964173630080392,1.120807606910478
stress,v3,ISBTAcquisition,FirstOfferOrientedTBNegotiator,first,0.6775599128540305,1.0,1.6775599128540304
stress,v3,ISBTAcquisition,FirstOfferOrientedTBNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v3,ISBTAcquisition,LastOfferOrientedTBNegotiator,first,0.7516339869281046,1.0,1.7516339869281046
stress,v3,ISBTAcquisition,LastOfferOrientedTBNegotiator,second,0.5121951219512194,1.0,1.5121951219512197
stress,v3,Laptop,BoulwareTBNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v3,Laptop,BoulwareTBNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v3,Laptop,ConcederTBNegotiator,first,0.6506239926855515,0.6666666666666666,1.3172906593522182
stress,v3,Laptop,ConcederTBNegotiator,second,0.7670022323030451,1.0,1.767002232303045
stress,v3,Laptop,LinearTBNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v3,Laptop,LinearTBNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v3,Laptop,ToughNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v3,Laptop,ToughNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v3,Laptop,TimeBasedNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v3,Laptop,TimeBasedNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v3,Laptop,AspirationNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v3,Laptop,AspirationNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v3,Laptop,HybridNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v3,Laptop,HybridNegotiator,second,0.6241066026691209,1.0,1.6241066026691209
stress,v3,Laptop,RandomNegotiator,first,0.4611838286913545,0.6666666666666666,1.127850495358021
stress,v3,Laptop,RandomNegotiator,second,0.8576771640171134,1.0,1.8576771640171135
stress,v3,Laptop,NaiveTitForTatNegotiator,first,0.5775524426410947,0.45762407859806215,1.0351765212391568
stress,v3,Laptop,NaiveTitForTatNegotiator,second,0.577900541499296,0.6905761513947501,1.268476692894046
stress,v3,Laptop,SimpleTitForTatNegotiator,first,0.5775524426410947,0.45762407859806215,1.0351765212391568
stress,v3,Laptop,SimpleTitForTatNegotiator,second,0.5522706555273108,0.6932670477187611,1.245537703246072
stress,v3,Laptop,FirstOfferOrientedTBNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v3,Laptop,FirstOfferOrientedTBNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v3,Laptop,LastOfferOrientedTBNegotiator,first,0.5775524426410947,1.0,1.577552442641095
stress,v3,Laptop,LastOfferOrientedTBNegotiator,second,0.5136317604069089,1.0,1.513631760406909
stress,v3,NiceOrDie,BoulwareTBNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,BoulwareTBNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,ConcederTBNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,ConcederTBNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,LinearTBNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,LinearTBNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,ToughNegotiator,first,0.0,1.0,1.0
stress,v3,NiceOrDie,ToughNegotiator,second,0.0,1.0,1.0
stress,v3,NiceOrDie,TimeBasedNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,TimeBasedNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,AspirationNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,AspirationNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,HybridNegotiator,first,0.0,1.0,1.0
stress,v3,NiceOrDie,HybridNegotiator,second,0.0,1.0,1.0
stress,v3,NiceOrDie,RandomNegotiator,first,0.4436507936507937,1.0,1.4436507936507936
stress,v3,NiceOrDie,RandomNegotiator,second,0.4436507936507937,1.0,1.4436507936507936
stress,v3,NiceOrDie,NaiveTitForTatNegotiator,first,0.1654761904761905,0.47595917942265425,0.6414353698988446
stress,v3,NiceOrDie,NaiveTitForTatNegotiator,second,0.1654761904761905,0.47595917942265425,0.6414353698988446
stress,v3,NiceOrDie,SimpleTitForTatNegotiator,first,0.1654761904761905,0.47595917942265425,0.6414353698988446
stress,v3,NiceOrDie,SimpleTitForTatNegotiator,second,0.1654761904761905,0.47595917942265425,0.6414353698988446
stress,v3,NiceOrDie,FirstOfferOrientedTBNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,FirstOfferOrientedTBNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,LastOfferOrientedTBNegotiator,first,0.1654761904761905,1.0,1.1654761904761906
stress,v3,NiceOrDie,LastOfferOrientedTBNegotiator,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v4.2,Amsterdam,ShochanLite,first,0.5638166047087979,0.5306223516988715,1.0944389564076695
sparring,v4.2,Amsterdam,ShochanLite,second,0.730593607305936,0.6832005776211161,1.413794184927052
sparring,v4.2,Amsterdam,UOAgentLite,first,0.5477075588599752,0.5111875741749352,1.0588951330349106
sparring,v4.2,Amsterdam,UOAgentLite,second,0.589041095890411,0.6852925381920709,1.2743336340824818
sparring,v4.2,Amsterdam,RentingLite,first,0.6728624535315985,0.5290801482254892,1.2019426017570878
sparring,v4.2,Amsterdam,RentingLite,second,0.5570776255707762,0.5210670461501343,1.0781446717209104
sparring,v4.2,Amsterdam,LearnerStrong,first,0.7100371747211897,0.5714233813186138,1.2814605560398036
sparring,v4.2,Amsterdam,LearnerStrong,second,0.6198630136986301,0.5550963701174181,1.174959383816048
sparring,v4.2,Amsterdam,MirrorAgent,first,0.5266418835192069,0.3351442149290739,0.8617860984482809
sparring,v4.2,Amsterdam,MirrorAgent,second,0.6164383561643835,0.5083901965036115,1.124828552667995
sparring,v4.2,Camera,ShochanLite,first,0.6767098692700445,0.5429953063600749,1.2197051756301194
sparring,v4.2,Camera,ShochanLite,second,0.6854119803382487,0.505541510457448,1.190953490795697
sparring,v4.2,Camera,UOAgentLite,first,0.6029287998653424,0.5360275208730664,1.138956320738409
sparring,v4.2,Camera,UOAgentLite,second,0.6232608514538032,0.6698194495428552,1.2930803009966583
sparring,v4.2,Camera,RentingLite,first,0.6078101329742468,0.5549883006684998,1.1627984336427466
sparring,v4.2,Camera,RentingLite,second,0.6763309172706823,0.48546864684365604,1.1617995641143384
sparring,v4.2,Camera,LearnerStrong,first,0.6204342703248611,0.5423192000504525,1.1627534703753135
sparring,v4.2,Camera,LearnerStrong,second,0.6210114138132136,0.5415504106885796,1.162561824501793
sparring,v4.2,Camera,MirrorAgent,first,0.4955394714694495,0.3627539251444028,0.8582933966138523
sparring,v4.2,Camera,MirrorAgent,second,0.5504457219028577,0.8275034337599761,1.3779491556628338
sparring,v4.2,Car,ShochanLite,first,0.8699333333333334,0.5656631371601093,1.4355964704934427
sparring,v4.2,Car,ShochanLite,second,0.8858666666666668,0.4723357428995179,1.3582024095661847
sparring,v4.2,Car,UOAgentLite,first,0.9044333333333334,0.5663365127323086,1.470769846065642
sparring,v4.2,Car,UOAgentLite,second,0.8085333333333334,0.8265798775290594,1.635113210862393
sparring,v4.2,Car,RentingLite,first,0.8170333333333334,0.5437911128439663,1.3608244461772996
sparring,v4.2,Car,RentingLite,second,0.9385333333333334,1.0,1.9385333333333332
sparring,v4.2,Car,LearnerStrong,first,0.8519000000000001,0.6668655381931057,1.5187655381931056
sparring,v4.2,Car,LearnerStrong,second,0.7962666666666668,0.568032772710361,1.364299439377028
sparring,v4.2,Car,MirrorAgent,first,0.6986,0.0,0.6986
sparring,v4.2,Car,MirrorAgent,second,0.9099333333333335,1.0,1.9099333333333337
sparring,v4.2,Grocery,ShochanLite,first,0.6666666666666666,0.5154406576901648,1.1821073243568314
sparring,v4.2,Grocery,ShochanLite,second,0.725925925925926,0.6613346629465118,1.3872605888724376
sparring,v4.2,Grocery,UOAgentLite,first,0.7240740740740742,0.5410749162271703,1.2651489903012445
sparring,v4.2,Grocery,UOAgentLite,second,0.8537037037037036,0.5024912642199119,1.3561949679236154
sparring,v4.2,Grocery,RentingLite,first,0.6166666666666667,0.5255534691122753,1.142220135778942
sparring,v4.2,Grocery,RentingLite,second,0.7333333333333333,0.6549729079874683,1.3883062413208016
sparring,v4.2,Grocery,LearnerStrong,first,0.6277777777777779,0.5443512994194813,1.1721290771972592
sparring,v4.2,Grocery,LearnerStrong,second,0.7500000000000001,0.5627557172019353,1.3127557172019355
sparring,v4.2,Grocery,MirrorAgent,first,0.5722222222222223,0.5216078980829688,1.093830120305191
