match_type,scenario,agent,agent_mode,opponent,opponent_mode,family,agent_first,runs,advantage,concealing,score
panel,Amsterdam,Agent360,gradient,SimpleNegotiator,reverse-ufun + time concede,example,first,1,0.5687732342007434,0.5415338976179777,1.110307131818721
panel,Amsterdam,Agent360,gradient,SimpleNegotiator,reverse-ufun + time concede,example,second,1,0.6849315068493149,0.5767034008597218,1.2616349077090367
panel,Amsterdam,Agent360,gradient,BOANeg,BOA: time offer + Smith + ACNext,example,first,1,0.7100371747211895,0.4622609884984863,1.1722981632196758
panel,Amsterdam,Agent360,gradient,BOANeg,BOA: time offer + Smith + ACNext,example,second,1,0.6198630136986301,0.5000890066919884,1.1199520203906186
panel,Amsterdam,Agent360,gradient,MAPNeg,"MAP: same stack, acceptance_first",example,first,1,0.7100371747211895,0.46683907946326364,1.176876254184453
panel,Amsterdam,Agent360,gradient,MAPNeg,"MAP: same stack, acceptance_first",example,second,1,0.6198630136986301,0.4898711061530605,1.1097341198516906
panel,Amsterdam,Agent360,gradient,BoulwareTBNegotiator,slow concession (Boulware),time-based,first,1,0.6468401486988847,1.0,1.6468401486988848
panel,Amsterdam,Agent360,gradient,BoulwareTBNegotiator,slow concession (Boulware),time-based,second,1,0.6198630136986301,1.0,1.61986301369863
panel,Amsterdam,Agent360,gradient,ConcederTBNegotiator,fast concession,time-based,first,1,0.7546468401486989,1.0,1.7546468401486988
panel,Amsterdam,Agent360,gradient,ConcederTBNegotiator,fast concession,time-based,second,1,0.6267123287671232,1.0,1.6267123287671232
panel,Amsterdam,Agent360,gradient,LinearTBNegotiator,linear time concession,time-based,first,1,0.7100371747211895,1.0,1.7100371747211895
panel,Amsterdam,Agent360,gradient,LinearTBNegotiator,linear time concession,time-based,second,1,0.5787671232876711,1.0,1.5787671232876712
panel,Amsterdam,Agent360,gradient,ToughNegotiator,"hard line, slow give",time-based,first,1,0.30855018587360594,1.0,1.308550185873606
panel,Amsterdam,Agent360,gradient,ToughNegotiator,"hard line, slow give",time-based,second,1,0.47260273972602734,1.0,1.4726027397260273
panel,Amsterdam,Agent360,gradient,MiCRONegotiator,MiCRO (Genius-style),genius-style,first,1,0.5576208178438662,1.0,1.5576208178438662
panel,Amsterdam,Agent360,gradient,MiCRONegotiator,MiCRO (Genius-style),genius-style,second,1,0.5342465753424657,1.0,1.5342465753424657
panel,Amsterdam,Agent360Full,full,SimpleNegotiator,reverse-ufun + time concede,example,first,1,0.4907063197026022,0.5594194193844314,1.0501257390870335
panel,Amsterdam,Agent360Full,full,SimpleNegotiator,reverse-ufun + time concede,example,second,1,0.5787671232876711,0.5715863487253383,1.1503534720130095
panel,Amsterdam,Agent360Full,full,BOANeg,BOA: time offer + Smith + ACNext,example,first,1,0.7100371747211895,0.516081868085314,1.2261190428065034
panel,Amsterdam,Agent360Full,full,BOANeg,BOA: time offer + Smith + ACNext,example,second,1,0.6198630136986301,0.5390870499088427,1.1589500636074728
panel,Amsterdam,Agent360Full,full,MAPNeg,"MAP: same stack, acceptance_first",example,first,1,0.7100371747211895,0.5164288464852739,1.2264660212064635
