agent_mode,panel,group,scenario,opponent,opponent_class,family,agent_first,runs,advantage,concealing,score
v3,deceptive,sparring,Grocery,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,first,2,0.5666666666666668,0.513734475945534,1.0804011426122009
v3,deceptive,sparring,Grocery,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,second,2,0.7500000000000001,0.56800189161054,1.3180018916105403
v3,deceptive,sparring,Grocery,MirrorAgent,sparring.mirror.MirrorAgent,mirror,first,2,0.6805555555555557,0.48374736871471447,1.1643029242702703
v3,deceptive,sparring,Grocery,MirrorAgent,sparring.mirror.MirrorAgent,mirror,second,2,0.8305555555555556,0.7202229739253251,1.5507785294808807
v3,deceptive,sparring,ISBTAcquisition,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,first,2,0.7679738562091504,0.526238815204259,1.2942126714134095
v3,deceptive,sparring,ISBTAcquisition,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,second,2,0.7560975609756097,0.7783618136666548,1.5344593746422643
v3,deceptive,sparring,ISBTAcquisition,UOAgentLite,sparring.uoagent_lite.UOAgentLite,sparring,first,2,0.7026143790849674,0.5172722057465647,1.2198865848315321
v3,deceptive,sparring,ISBTAcquisition,UOAgentLite,sparring.uoagent_lite.UOAgentLite,sparring,second,2,0.75,0.7703601656533567,1.5203601656533567
v3,deceptive,sparring,ISBTAcquisition,RentingLite,sparring.renting_lite.RentingLite,sparring,first,2,0.7156862745098039,0.5332002771710214,1.2488865516808254
v3,deceptive,sparring,ISBTAcquisition,RentingLite,sparring.renting_lite.RentingLite,sparring,second,2,0.8109756097560975,0.7600573489805227,1.57103295873662
v3,deceptive,sparring,ISBTAcquisition,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,first,2,0.6862745098039216,0.558034945671643,1.2443094554755645
v3,deceptive,sparring,ISBTAcquisition,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,second,2,0.5121951219512194,1.0,1.5121951219512195
v3,deceptive,sparring,ISBTAcquisition,MirrorAgent,sparring.mirror.MirrorAgent,mirror,first,2,0.5882352941176471,0.25542004928699846,0.8436553434046455
v3,deceptive,sparring,ISBTAcquisition,MirrorAgent,sparring.mirror.MirrorAgent,mirror,second,2,0.8475609756097561,1.0,1.847560975609756
v3,deceptive,sparring,Laptop,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,first,2,0.7887762213205474,0.2839353673600544,1.0727115886806018
v3,deceptive,sparring,Laptop,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,second,2,0.8060292597482949,0.4936003112337163,1.2996295709820112
v3,deceptive,sparring,Laptop,UOAgentLite,sparring.uoagent_lite.UOAgentLite,sparring,first,2,0.9999999999999999,0.4676373517920337,1.4676373517920336
v3,deceptive,sparring,Laptop,UOAgentLite,sparring.uoagent_lite.UOAgentLite,sparring,second,2,0.9030146298741475,1.0,1.9030146298741475
v3,deceptive,sparring,Laptop,RentingLite,sparring.renting_lite.RentingLite,sparring,first,2,0.6292043934786449,0.4804101855590083,1.1096145790376533
v3,deceptive,sparring,Laptop,RentingLite,sparring.renting_lite.RentingLite,sparring,second,2,0.8147742228840572,1.0,1.8147742228840573
v3,deceptive,sparring,Laptop,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,first,2,0.5775524426410947,0.5963726729693267,1.1739251156104213
v3,deceptive,sparring,Laptop,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,second,2,0.5136317604069089,0.7940162327244775,1.3076479931313865
v3,deceptive,sparring,Laptop,MirrorAgent,sparring.mirror.MirrorAgent,mirror,first,2,0.6010786881451011,0.0,0.6010786881451011
v3,deceptive,sparring,Laptop,MirrorAgent,sparring.mirror.MirrorAgent,mirror,second,2,0.9609729725547502,1.0,1.9609729725547502
v3,deceptive,sparring,NiceOrDie,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,first,2,0.1654761904761905,0.5,0.6654761904761906
v3,deceptive,sparring,NiceOrDie,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,second,2,0.1654761904761905,1.0,1.1654761904761906
v3,deceptive,sparring,NiceOrDie,UOAgentLite,sparring.uoagent_lite.UOAgentLite,sparring,first,2,0.0,0.4759591794226542,0.4759591794226542
v3,deceptive,sparring,NiceOrDie,UOAgentLite,sparring.uoagent_lite.UOAgentLite,sparring,second,2,0.0,0.4759591794226542,0.4759591794226542
v3,deceptive,sparring,NiceOrDie,RentingLite,sparring.renting_lite.RentingLite,sparring,first,2,0.1654761904761905,0.5,0.6654761904761906
v3,deceptive,sparring,NiceOrDie,RentingLite,sparring.renting_lite.RentingLite,sparring,second,2,0.1654761904761905,1.0,1.1654761904761906
v3,deceptive,sparring,NiceOrDie,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,first,2,0.1654761904761905,0.55,0.7154761904761905
v3,deceptive,sparring,NiceOrDie,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,second,2,0.1654761904761905,0.5,0.6654761904761906
v3,deceptive,sparring,NiceOrDie,MirrorAgent,sparring.mirror.MirrorAgent,mirror,first,2,0.1654761904761905,0.0,0.1654761904761905
v3,deceptive,sparring,NiceOrDie,MirrorAgent,sparring.mirror.MirrorAgent,mirror,second,2,0.1654761904761905,1.0,1.1654761904761906
