agent_mode,panel,group,scenario,opponent,opponent_class,family,agent_first,runs,advantage,concealing,score
v4.3,stress,baseline,Amsterdam,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.5787671232876711,1.0,1.5787671232876712
v4.3,stress,baseline,Amsterdam,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.30855018587360594,1.0,1.308550185873606
v4.3,stress,baseline,Amsterdam,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.47260273972602734,1.0,1.4726027397260273
v4.3,stress,baseline,Amsterdam,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.7100371747211895,1.0,1.7100371747211895
v4.3,stress,baseline,Amsterdam,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.6198630136986301,1.0,1.61986301369863
v4.3,stress,baseline,Amsterdam,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,first,2,0.7100371747211895,1.0,1.7100371747211895
v4.3,stress,baseline,Amsterdam,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,second,2,0.6198630136986301,1.0,1.61986301369863
v4.3,stress,baseline,Amsterdam,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,first,2,0.5594795539033457,1.0,1.5594795539033457
v4.3,stress,baseline,Amsterdam,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,second,2,0.6815068493150684,1.0,1.6815068493150684
v4.3,stress,baseline,Amsterdam,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,first,2,0.2788104089219331,0.5,0.7788104089219331
v4.3,stress,baseline,Amsterdam,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,second,2,0.6061643835616438,1.0,1.6061643835616437
v4.3,stress,baseline,Amsterdam,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,first,2,0.4795539033457249,0.5492822481261607,1.0288361514718856
v4.3,stress,baseline,Amsterdam,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,second,2,0.5273972602739726,0.5519699466228078,1.0793672068967803
v4.3,stress,baseline,Amsterdam,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,first,2,0.5650557620817843,0.5464574405068092,1.1115132025885934
v4.3,stress,baseline,Amsterdam,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.5787671232876712,0.558968733572395,1.1377358568600662
v4.3,stress,baseline,Amsterdam,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.7100371747211895,1.0,1.7100371747211895
v4.3,stress,baseline,Amsterdam,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.6198630136986301,1.0,1.61986301369863
v4.3,stress,baseline,Amsterdam,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.6672862453531598,1.0,1.6672862453531598
v4.3,stress,baseline,Amsterdam,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.6198630136986301,1.0,1.61986301369863
v4.3,stress,baseline,Camera,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.6204342703248611,1.0,1.620434270324861
v4.3,stress,baseline,Camera,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.6377155711072233,1.0,1.6377155711072233
v4.3,stress,baseline,Camera,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.8845312236997138,1.0,1.8845312236997138
v4.3,stress,baseline,Camera,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.5729817545613597,1.0,1.5729817545613596
v4.3,stress,baseline,Camera,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.6241373506143746,1.0,1.6241373506143746
v4.3,stress,baseline,Camera,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.522369407648088,1.0,1.522369407648088
v4.3,stress,baseline,Camera,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.26931493014644,1.0,1.26931493014644
v4.3,stress,baseline,Camera,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.4558860284928768,1.0,1.4558860284928767
v4.3,stress,baseline,Camera,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.6204342703248611,1.0,1.620434270324861
v4.3,stress,baseline,Camera,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.6377155711072233,1.0,1.6377155711072233
v4.3,stress,baseline,Camera,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,first,2,0.5975425012624137,1.0,1.5975425012624136
v4.3,stress,baseline,Camera,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,second,2,0.6100974756310923,1.0,1.6100974756310924
v4.3,stress,baseline,Camera,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,first,2,0.6388655108567581,1.0,1.6388655108567582
v4.3,stress,baseline,Camera,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,second,2,0.5914771307173208,1.0,1.5914771307173208
v4.3,stress,baseline,Camera,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,first,2,0.35128766200976275,1.0,1.3512876620097627
v4.3,stress,baseline,Camera,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,second,2,0.6093476630842289,1.0,1.609347663084229
v4.3,stress,baseline,Camera,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,first,2,0.4825786904561521,0.6169784687919946,1.0995571592481466
v4.3,stress,baseline,Camera,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,second,2,0.5972256935766058,0.613524545366888,1.2107502389434939
v4.3,stress,baseline,Camera,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,first,2,0.48577680525164113,0.6212695242403017,1.1070463294919428
v4.3,stress,baseline,Camera,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.5053736565858535,0.613663899956828,1.1190375565426816
v4.3,stress,baseline,Camera,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.6195926611681535,1.0,1.6195926611681535
v4.3,stress,baseline,Camera,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.6100974756310923,1.0,1.6100974756310924
v4.3,stress,baseline,Camera,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.6204342703248611,1.0,1.620434270324861
v4.3,stress,baseline,Camera,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.5914771307173208,1.0,1.5914771307173208
v4.3,stress,baseline,Car,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.8519000000000001,1.0,1.8519
v4.3,stress,baseline,Car,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.8398000000000001,1.0,1.8398
v4.3,stress,baseline,Car,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.6905,0.0,0.6905
v4.3,stress,baseline,Car,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.9787999999999999,1.0,1.9788
v4.3,stress,baseline,Car,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.7354,1.0,1.7354
v4.3,stress,baseline,Car,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.6580000000000001,1.0,1.6580000000000001
v4.3,stress,baseline,Car,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.0,1.0,1.0
v4.3,stress,baseline,Car,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.0,1.0,1.0
v4.3,stress,baseline,Car,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.8519000000000001,1.0,1.8519
v4.3,stress,baseline,Car,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.8616000000000001,1.0,1.8616000000000001
v4.3,stress,baseline,Car,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,first,2,0.8774,1.0,1.8774
v4.3,stress,baseline,Car,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,second,2,0.8388000000000002,1.0,1.8388
v4.3,stress,baseline,Car,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,first,2,0.5472,1.0,1.5472000000000001
v4.3,stress,baseline,Car,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,second,2,0.6590000000000001,1.0,1.6590000000000003
v4.3,stress,baseline,Car,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,first,2,0.2736,1.0,1.2736
v4.3,stress,baseline,Car,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,second,2,0.8277000000000001,1.0,1.8277
v4.3,stress,baseline,Car,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,first,2,0.9816000000000001,0.48566529047784424,1.4672652904778443
v4.3,stress,baseline,Car,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,second,2,0.7272000000000001,0.4919636673487162,1.2191636673487163
v4.3,stress,baseline,Car,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,first,2,0.7644,0.48566529047784424,1.2500652904778442
v4.3,stress,baseline,Car,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.7135,0.4919636673487162,1.2054636673487162
v4.3,stress,baseline,Car,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.7775000000000001,1.0,1.7775
v4.3,stress,baseline,Car,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.8616000000000001,1.0,1.8616000000000001
v4.3,stress,baseline,Car,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.8519000000000001,1.0,1.8519
v4.3,stress,baseline,Car,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.8616000000000001,1.0,1.8616000000000001
v4.3,stress,baseline,Grocery,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.6722222222222223,1.0,1.6722222222222223
v4.3,stress,baseline,Grocery,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.7500000000000001,1.0,1.75
v4.3,stress,baseline,Grocery,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.6000000000000001,1.0,1.6
v4.3,stress,baseline,Grocery,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.638888888888889,1.0,1.6388888888888888
v4.3,stress,baseline,Grocery,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.6055555555555556,1.0,1.6055555555555556
v4.3,stress,baseline,Grocery,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.7500000000000001,1.0,1.75
v4.3,stress,baseline,Grocery,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.38888888888888895,1.0,1.3888888888888888
v4.3,stress,baseline,Grocery,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.47222222222222227,1.0,1.4722222222222223
v4.3,stress,baseline,Grocery,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.588888888888889,1.0,1.588888888888889
v4.3,stress,baseline,Grocery,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.7500000000000001,1.0,1.75
v4.3,stress,baseline,Grocery,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,first,2,0.588888888888889,1.0,1.588888888888889
v4.3,stress,baseline,Grocery,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,second,2,0.7500000000000001,1.0,1.75
v4.3,stress,baseline,Grocery,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,first,2,0.8055555555555557,1.0,1.8055555555555558
v4.3,stress,baseline,Grocery,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,second,2,0.8,1.0,1.8
v4.3,stress,baseline,Grocery,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,first,2,0.4,0.5,0.9
v4.3,stress,baseline,Grocery,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,second,2,0.5972222222222222,1.0,1.5972222222222223
v4.3,stress,baseline,Grocery,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,first,2,0.5194444444444445,0.6310334495845635,1.1504778940290081
v4.3,stress,baseline,Grocery,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,second,2,0.6277777777777778,0.635700307178592,1.2634780849563698
v4.3,stress,baseline,Grocery,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,first,2,0.5416666666666667,0.6302405030936491,1.1719071697603158
v4.3,stress,baseline,Grocery,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.5638888888888889,0.6341218299378064,1.1980107188266953
v4.3,stress,baseline,Grocery,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.6472222222222224,1.0,1.6472222222222224
v4.3,stress,baseline,Grocery,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.7500000000000001,1.0,1.75
v4.3,stress,baseline,Grocery,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.6722222222222223,1.0,1.6722222222222223
v4.3,stress,baseline,Grocery,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.7500000000000001,1.0,1.75
v4.3,stress,baseline,ISBTAcquisition,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.6013071895424837,1.0,1.6013071895424837
v4.3,stress,baseline,ISBTAcquisition,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.5121951219512194,1.0,1.5121951219512195
v4.3,stress,baseline,ISBTAcquisition,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.5130718954248366,0.5,1.0130718954248366
v4.3,stress,baseline,ISBTAcquisition,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.548780487804878,1.0,1.548780487804878
v4.3,stress,baseline,ISBTAcquisition,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.5196078431372549,1.0,1.5196078431372548
v4.3,stress,baseline,ISBTAcquisition,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.5121951219512194,1.0,1.5121951219512195
v4.3,stress,baseline,ISBTAcquisition,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.33986928104575165,1.0,1.3398692810457518
v4.3,stress,baseline,ISBTAcquisition,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.5121951219512194,1.0,1.5121951219512195
v4.3,stress,baseline,ISBTAcquisition,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.6013071895424837,1.0,1.6013071895424837
v4.3,stress,baseline,ISBTAcquisition,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.5121951219512194,1.0,1.5121951219512195
v4.3,stress,baseline,ISBTAcquisition,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,first,2,0.542483660130719,1.0,1.542483660130719
v4.3,stress,baseline,ISBTAcquisition,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,second,2,0.5121951219512194,1.0,1.5121951219512195
v4.3,stress,baseline,ISBTAcquisition,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,first,2,0.7254901960784313,1.0,1.7254901960784315
v4.3,stress,baseline,ISBTAcquisition,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,second,2,0.5121951219512194,1.0,1.5121951219512195
v4.3,stress,baseline,ISBTAcquisition,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,first,2,0.6307189542483661,1.0,1.630718954248366
v4.3,stress,baseline,ISBTAcquisition,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,second,2,0.6402439024390243,1.0,1.6402439024390243
v4.3,stress,baseline,ISBTAcquisition,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,first,2,0.5784313725490197,0.59107503753555,1.1695064100845698
v4.3,stress,baseline,ISBTAcquisition,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,second,2,0.5121951219512194,0.5964173630080392,1.1086124849592585
v4.3,stress,baseline,ISBTAcquisition,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,first,2,0.5882352941176471,0.59107503753555,1.1793103316531972
v4.3,stress,baseline,ISBTAcquisition,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.5121951219512194,0.5964173630080392,1.1086124849592585
v4.3,stress,baseline,ISBTAcquisition,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.6013071895424837,1.0,1.6013071895424837
v4.3,stress,baseline,ISBTAcquisition,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.5121951219512194,1.0,1.5121951219512195
v4.3,stress,baseline,ISBTAcquisition,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.5686274509803922,1.0,1.5686274509803924
v4.3,stress,baseline,ISBTAcquisition,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.5121951219512194,1.0,1.5121951219512195
v4.3,stress,baseline,Laptop,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.5775524426410947,1.0,1.5775524426410947
v4.3,stress,baseline,Laptop,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.5136317604069089,1.0,1.513631760406909
v4.3,stress,baseline,Laptop,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.5838558660326796,1.0,1.5838558660326796
v4.3,stress,baseline,Laptop,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.78651574602567,1.0,1.78651574602567
v4.3,stress,baseline,Laptop,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.48685538774916404,1.0,1.4868553877491641
v4.3,stress,baseline,Laptop,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.5136317604069089,1.0,1.513631760406909
v4.3,stress,baseline,Laptop,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.5775524426410947,1.0,1.5775524426410947
v4.3,stress,baseline,Laptop,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.5136317604069089,1.0,1.513631760406909
v4.3,stress,baseline,Laptop,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.5775524426410947,1.0,1.5775524426410947
v4.3,stress,baseline,Laptop,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.5136317604069089,1.0,1.513631760406909
v4.3,stress,baseline,Laptop,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,first,2,0.5775524426410947,0.5,1.0775524426410947
v4.3,stress,baseline,Laptop,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,second,2,0.5136317604069089,1.0,1.513631760406909
v4.3,stress,baseline,Laptop,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,first,2,0.5775524426410947,1.0,1.5775524426410947
v4.3,stress,baseline,Laptop,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,second,2,0.5520765893648868,1.0,1.5520765893648867
v4.3,stress,baseline,Laptop,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,first,2,0.7153019885410382,0.5,1.215301988541038
v4.3,stress,baseline,Laptop,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,second,2,0.7670022323030451,1.0,1.767002232303045
v4.3,stress,baseline,Laptop,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,first,2,0.6745529209246102,0.34556150772462546,1.0201144286492356
v4.3,stress,baseline,Laptop,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,second,2,0.7670022323030451,0.6932670477187611,1.4602692800218062
v4.3,stress,baseline,Laptop,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,first,2,0.5322039151951294,0.6906157072698473,1.2228196224649768
v4.3,stress,baseline,Laptop,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.78651574602567,0.6932670477187611,1.4797827937444312
v4.3,stress,baseline,Laptop,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.5775524426410947,1.0,1.5775524426410947
v4.3,stress,baseline,Laptop,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.5136317604069089,1.0,1.513631760406909
v4.3,stress,baseline,Laptop,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.5775524426410947,0.5,1.0775524426410947
v4.3,stress,baseline,Laptop,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.5136317604069089,1.0,1.513631760406909
v4.3,stress,baseline,NiceOrDie,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.1654761904761905,1.0,1.1654761904761906
v4.3,stress,baseline,NiceOrDie,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.1654761904761905,1.0,1.1654761904761906
v4.3,stress,baseline,NiceOrDie,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.1654761904761905,1.0,1.1654761904761906
v4.3,stress,baseline,NiceOrDie,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.1654761904761905,1.0,1.1654761904761906
v4.3,stress,baseline,NiceOrDie,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,first,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,second,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,first,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,second,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,first,2,1.0,1.0,2.0
v4.3,stress,baseline,NiceOrDie,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,second,2,0.1654761904761905,1.0,1.1654761904761906
v4.3,stress,baseline,NiceOrDie,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,first,2,0.1654761904761905,0.4759591794226542,0.6414353698988446
v4.3,stress,baseline,NiceOrDie,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,second,2,0.1654761904761905,0.4759591794226542,0.6414353698988446
v4.3,stress,baseline,NiceOrDie,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,first,2,0.1654761904761905,0.4759591794226542,0.6414353698988446
v4.3,stress,baseline,NiceOrDie,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.1654761904761905,0.4759591794226542,0.6414353698988446
v4.3,stress,baseline,NiceOrDie,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.0,1.0,1.0
v4.3,stress,baseline,NiceOrDie,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.0,1.0,1.0
