agent_mode,panel,group,scenario,opponent,opponent_class,family,agent_first,runs,advantage,concealing,score
v4.2,stress,baseline,Amsterdam,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.5650684931506849,0.5684488278795831,1.133517321030268
v4.2,stress,baseline,Amsterdam,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.7100371747211895,1.0,1.7100371747211895
v4.2,stress,baseline,Amsterdam,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.6198630136986301,1.0,1.61986301369863
v4.2,stress,baseline,Amsterdam,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.6189591078066914,1.0,1.6189591078066914
v4.2,stress,baseline,Amsterdam,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.6198630136986301,1.0,1.61986301369863
v4.2,stress,baseline,Camera,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.6204342703248611,1.0,1.620434270324861
v4.2,stress,baseline,Camera,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.5669832541864535,1.0,1.5669832541864535
v4.2,stress,baseline,Camera,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.8845312236997138,1.0,1.8845312236997138
v4.2,stress,baseline,Camera,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.572356910772307,1.0,1.572356910772307
v4.2,stress,baseline,Camera,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.6241373506143746,1.0,1.6241373506143746
v4.2,stress,baseline,Camera,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.522369407648088,1.0,1.522369407648088
v4.2,stress,baseline,Camera,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.26931493014644,1.0,1.26931493014644
v4.2,stress,baseline,Camera,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.4558860284928768,1.0,1.4558860284928767
v4.2,stress,baseline,Camera,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.6204342703248611,1.0,1.620434270324861
v4.2,stress,baseline,Camera,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.6044738815296177,1.0,1.6044738815296178
